Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
world news,"No Internet or WiFi needed. No apps or subscriptions. No passwords. No cookies or tracking. Works in a power outage. Live, local, regional, national and world news and information that is reliable and accurate. Commercial-free options. 50 one-time payment. Get one of these:",The premise has the entailment relation with the hypothesis world news!,FAVOR,world_event_domain,1,1,"No Internet or WiFi needed. 
No apps or subscriptions.
No passwords.
No cookies or tracking.
Works in a power outage.
Live, local, regional, national and world news and information that is reliable and accurate. 
Commercial-free options.
$50 one-time payment.
Get one of these:
45
43
355"
world news,"No Internet or WiFi needed. No apps or subscriptions. No passwords. No cookies or tracking. Works in a power outage. Live, local, regional, national and world news and information that is reliable and accurate. Commercial-free options. 50 one-time payment. Get one of these:",The premise entails the hypothesis one-time payment!,FAVOR,world_event_domain,1,1,"No Internet or WiFi needed. 
No apps or subscriptions.
No passwords.
No cookies or tracking.
Works in a power outage.
Live, local, regional, national and world news and information that is reliable and accurate. 
Commercial-free options.
$50 one-time payment.
Get one of these:
45
43
355"
leftists,"I would usually want to know why the hell South Australians wanted to ruin their state voting Labor But to be fair, they couldn t tell the difference between Labor the moderate leftist Liberals.",The premise entails the hypothesis South Australians!,AGAINST,politic,1,1,"I would usually want to know why the hell South Australians wanted to ruin their state voting Labor…
But to be fair, they couldn’t tell the difference between Labor & the “moderate” leftist Liberals.
#savotes
108
84
592"
leftists,"I would usually want to know why the hell South Australians wanted to ruin their state voting Labor But to be fair, they couldn t tell the difference between Labor the moderate leftist Liberals.",The premise entails the hypothesis leftist Liberals!,NONE,politic,1,1,"I would usually want to know why the hell South Australians wanted to ruin their state voting Labor…
But to be fair, they couldn’t tell the difference between Labor & the “moderate” leftist Liberals.
#savotes
108
84
592"
leftists,"I would usually want to know why the hell South Australians wanted to ruin their state voting Labor But to be fair, they couldn t tell the difference between Labor the moderate leftist Liberals.",The premise has the entailment relation with the hypothesis Labor!,AGAINST,politic,1,1,"I would usually want to know why the hell South Australians wanted to ruin their state voting Labor…
But to be fair, they couldn’t tell the difference between Labor & the “moderate” leftist Liberals.
#savotes
108
84
592"
international student,"NEW: We have published a new downloadable resource in collaboration with UKCISA and the BritishCouncil aimed at applicants. Discover how to find tips on applying, info on arriving in the and more:",This implies the entailment relation with UKCISA!,FAVOR,education_and_culture_domain,1,1,"NEW: We have published a new downloadable resource in collaboration with 
@UKCISA
 and the 
@BritishCouncil
 aimed at #international #student applicants. 

Discover how to find #courses, tips on applying, info on arriving in the #UK and more: http://bit.ly/2OjkrYv 
1
6
6"
international student,"NEW: We have published a new downloadable resource in collaboration with UKCISA and the BritishCouncil aimed at applicants. Discover how to find tips on applying, info on arriving in the and more:",This implies the entailment relation with BritishCouncil!,FAVOR,education_and_culture_domain,1,1,"NEW: We have published a new downloadable resource in collaboration with 
@UKCISA
 and the 
@BritishCouncil
 aimed at #international #student applicants. 

Discover how to find #courses, tips on applying, info on arriving in the #UK and more: http://bit.ly/2OjkrYv 
1
6
6"
international student,Agreeing protocols for inward travel will be critical to international student market which has been severely impacted by the pandemic. We risk being outpaced by competitor countries who have moved more swiftly. See Oireachtas Committee submission here:,The above text entails protocols for inward travel!,AGAINST,education_and_culture_domain,1,1,"Agreeing protocols for inward travel will be critical to  international student market which has been severely impacted by the pandemic. We risk being outpaced by competitor countries who have moved more swiftly.
See Oireachtas Committee submission here:
http://thea.ie/press-releases/JCFHERIS-0807/…
2
2"
international student,Agreeing protocols for inward travel will be critical to international student market which has been severely impacted by the pandemic. We risk being outpaced by competitor countries who have moved more swiftly. See Oireachtas Committee submission here:,The premise has entailment relation with international student market!,FAVOR,education_and_culture_domain,1,1,"Agreeing protocols for inward travel will be critical to  international student market which has been severely impacted by the pandemic. We risk being outpaced by competitor countries who have moved more swiftly.
See Oireachtas Committee submission here:
http://thea.ie/press-releases/JCFHERIS-0807/…
2
2"
AI assistance writing,"AI offers consistent writing and editing assistance. Yaara AI will help you structure your ideas, correct errors make sure the content is of high quality. 8",The premise entails the hypothesis AI!,FAVOR,education_and_culture_domain,1,1,"AI offers consistent writing and editing assistance. 

Yaara AI will help you structure your ideas, correct errors & make sure the content is of high quality.
8"
AI assistance writing,"AI offers consistent writing and editing assistance. Yaara AI will help you structure your ideas, correct errors make sure the content is of high quality. 8",The above text entails Yaara AI!,FAVOR,education_and_culture_domain,1,1,"AI offers consistent writing and editing assistance. 

Yaara AI will help you structure your ideas, correct errors & make sure the content is of high quality.
8"
LGBTQ,It disgusts me what people say in the name of Christ. Take his name and the names of God s beloved LGBTQ children out of your mouths. Your religion is hate. Emily Bloch emdrums Jun 7 My heart hurts for queer youth that are sitting through some of these public comments. Show this thread,The premise has the entailment relation with the hypothesis LGBTQ children!,FAVOR,rights_domain,1,1,"It disgusts me what people say in the name of Christ. Take his name and the names of God’s beloved LGBTQ children out of your mouths. Your religion is hate.
Emily Bloch
@emdrums
·
Jun 7
My heart hurts for queer youth that are sitting through some of these public comments.
Show this thread
2
6
43"
arming teachers,That ammosexual rhetoric about arming teachers is going around again. Let me repeat what I always say when this starts up again in the wake of the school shooting of the week. Public school teachers are already expected to teach overcrowded classrooms in crumbling schools.,The premise has the entailment relation with the hypothesis ammosexual rhetoric about arming teachers!,AGAINST,education_and_culture_domain,1,1,"That ammosexual rhetoric about arming teachers is going around again. Let me repeat what I always say when this starts up again in the wake of the school shooting of the week. Public school teachers are already expected to teach overcrowded classrooms in crumbling schools. 1/
1
1"
arming teachers,That ammosexual rhetoric about arming teachers is going around again. Let me repeat what I always say when this starts up again in the wake of the school shooting of the week. Public school teachers are already expected to teach overcrowded classrooms in crumbling schools.,The above text entails Public school teachers!,NONE,education_and_culture_domain,1,1,"That ammosexual rhetoric about arming teachers is going around again. Let me repeat what I always say when this starts up again in the wake of the school shooting of the week. Public school teachers are already expected to teach overcrowded classrooms in crumbling schools. 1/
1
1"
nuclear energy,"... 30 to 80 MWh for Solar and 40 to 140 MWh for Wind excluding storage cost . So when we put those svere accidents GAUs , that lead people to fear nuclear energy, into context they aren't a reason to not do nuclear energy.",The premise has entailment relation with nuclear energy!,AGAINST,environmental_protection_domain,1,1,"... 30 to 80 $/MWh for Solar and 40 to 140 $/MWh for Wind (excluding storage cost).

So when we put those svere accidents (GAUs), that lead people to fear nuclear energy, into context they aren't a reason to not do nuclear energy.
2
9"
nuclear energy,"... 30 to 80 MWh for Solar and 40 to 140 MWh for Wind excluding storage cost . So when we put those svere accidents GAUs , that lead people to fear nuclear energy, into context they aren't a reason to not do nuclear energy.",The premise has the entailment relation with the hypothesis Wind excluding storage cost!,NONE,environmental_protection_domain,1,1,"... 30 to 80 $/MWh for Solar and 40 to 140 $/MWh for Wind (excluding storage cost).

So when we put those svere accidents (GAUs), that lead people to fear nuclear energy, into context they aren't a reason to not do nuclear energy.
2
9"
