Keywords,Text,Target 1,Stance 1,Domain,In Use,seen?,Ori Text
leftists,"1. Having worked with these jokers for over a decade I can tell you without a bit of exaggeration that the secular leftist journalist is inherently cowardly. While hatred for Hinduism, greed, bribes dictate their journalism, they have an irrational fear of fundamentalist Muslims.",Hinduism,NONE,politic,1,1,"1. Having worked with these jokers for over a decade I can tell you without a bit of exaggeration that the secular/leftist journalist is inherently cowardly. While hatred for Hinduism, greed, bribes dictate their journalism, they have an irrational fear of fundamentalist Muslims.
23
375
872"
leftists,"1. Having worked with these jokers for over a decade I can tell you without a bit of exaggeration that the secular leftist journalist is inherently cowardly. While hatred for Hinduism, greed, bribes dictate their journalism, they have an irrational fear of fundamentalist Muslims.",Bribes Dictate Their Journalism,NONE,politic,1,1,"1. Having worked with these jokers for over a decade I can tell you without a bit of exaggeration that the secular/leftist journalist is inherently cowardly. While hatred for Hinduism, greed, bribes dictate their journalism, they have an irrational fear of fundamentalist Muslims.
23
375
872"
China,"you guys don't know how hard people in china go with astrology. upon my birth, the hospital i was born in gave my parents a huge dragon medallion in a velvet box",Astrology,FAVOR,world_event_domain,1,1,"you guys don't know how hard people in china go with astrology.

upon my birth, the hospital i was born in gave my parents a huge dragon medallion in a velvet box
5
2
89"
China,"you guys don't know how hard people in china go with astrology. upon my birth, the hospital i was born in gave my parents a huge dragon medallion in a velvet box",velvet box,NONE,world_event_domain,1,1,"you guys don't know how hard people in china go with astrology.

upon my birth, the hospital i was born in gave my parents a huge dragon medallion in a velvet box
5
2
89"
clean energy,"""Offshore wind has enormous climate potential...Mass. has the highest technical capacity to produce offshore wind in the nation."" But we have to invest quickly. SusannahHatch , ELM's Director of Clean Energy Policy, joins for their opening panel on",Mass.,NONE,environmental_protection_domain,1,1,"""Offshore wind has enormous climate potential...Mass. has the highest technical capacity to produce offshore wind in the nation."" But we have to invest quickly.
@SusannahHatch
, ELM's Director of Clean Energy Policy, joins #WildlifeUnite for their opening panel on #OffshoreWind.
2
8"
clean energy,"""Offshore wind has enormous climate potential...Mass. has the highest technical capacity to produce offshore wind in the nation."" But we have to invest quickly. SusannahHatch , ELM's Director of Clean Energy Policy, joins for their opening panel on",ELM's Director of Clean Energy Policy,NONE,environmental_protection_domain,1,1,"""Offshore wind has enormous climate potential...Mass. has the highest technical capacity to produce offshore wind in the nation."" But we have to invest quickly.
@SusannahHatch
, ELM's Director of Clean Energy Policy, joins #WildlifeUnite for their opening panel on #OffshoreWind.
2
8"
China,"Now You Know. 45 Is A Raging Volcanic Psychopath, A Lunatic Who Attacked Secret Service Shattered China Against The Walls Leaving Ketchup Dripping Down. He Belongs In A Psych Ward With No Platform To Insight A Roving Coup.",Secret Service,NONE,world_event_domain,1,1,"Now You Know.

45 Is A Raging Volcanic Psychopath, A Lunatic Who Attacked Secret Service & Shattered China Against The Walls Leaving Ketchup Dripping Down. 
#January6thCommiteeHearings

He Belongs In A Psych Ward With No Platform To Insight A Roving Coup.
http://dlvr.it/ST190K
2
14
21"
China,"Now You Know. 45 Is A Raging Volcanic Psychopath, A Lunatic Who Attacked Secret Service Shattered China Against The Walls Leaving Ketchup Dripping Down. He Belongs In A Psych Ward With No Platform To Insight A Roving Coup.",lunatic,AGAINST,world_event_domain,1,1,"Now You Know.

45 Is A Raging Volcanic Psychopath, A Lunatic Who Attacked Secret Service & Shattered China Against The Walls Leaving Ketchup Dripping Down. 
#January6thCommiteeHearings

He Belongs In A Psych Ward With No Platform To Insight A Roving Coup.
http://dlvr.it/ST190K
2
14
21"
politic,"If central message of RG s Bharat Joro yatra is to shed hate in our body politic, to be consistent credible he sh d shed hate inside him. Why make hate figures of Modi BJP or Ambani Adani? If yatra is Gandhian, remember Gandhi didn t even hate the British! 60 155 630 25K",RG s Bharat Joro yatra,AGAINST,politic,1,1,"If central message of RG’s Bharat Joro yatra is to shed hate in our body politic, to be consistent & credible he sh’d shed hate inside him. Why make hate figures of Modi/BJP or Ambani & Adani? If yatra is Gandhian, remember Gandhi didn’t even hate the British!
60
155
630
25K"
politic,"If central message of RG s Bharat Joro yatra is to shed hate in our body politic, to be consistent credible he sh d shed hate inside him. Why make hate figures of Modi BJP or Ambani Adani? If yatra is Gandhian, remember Gandhi didn t even hate the British! 60 155 630 25K",Modi BJP,FAVOR,politic,1,1,"If central message of RG’s Bharat Joro yatra is to shed hate in our body politic, to be consistent & credible he sh’d shed hate inside him. Why make hate figures of Modi/BJP or Ambani & Adani? If yatra is Gandhian, remember Gandhi didn’t even hate the British!
60
155
630
25K"
politic,"If central message of RG s Bharat Joro yatra is to shed hate in our body politic, to be consistent credible he sh d shed hate inside him. Why make hate figures of Modi BJP or Ambani Adani? If yatra is Gandhian, remember Gandhi didn t even hate the British! 60 155 630 25K",Ambani Adani,FAVOR,politic,1,1,"If central message of RG’s Bharat Joro yatra is to shed hate in our body politic, to be consistent & credible he sh’d shed hate inside him. Why make hate figures of Modi/BJP or Ambani & Adani? If yatra is Gandhian, remember Gandhi didn’t even hate the British!
60
155
630
25K"
asian hate,After and before visiting White House for denounce the Anti-Asian hate crimes as well as the important of art and culture.,Anti-Asian hate crimes,AGAINST,rights_domain,1,1,"After and before visiting White House for denounce the Anti-Asian hate crimes as well as the important of art and culture.
6
1
62"
asian hate,After and before visiting White House for denounce the Anti-Asian hate crimes as well as the important of art and culture.,art and culture,FAVOR,rights_domain,1,1,"After and before visiting White House for denounce the Anti-Asian hate crimes as well as the important of art and culture.
6
1
62"
NBA,"As a decades, lifelong NBA fan, I stopped watching when JLin7 left and will never watch again. against Jeremy Lin JLin7 Jun 11, 2021 No regrets about the past, excited for the future. Still got a lot of basketball left in me and we ll see where this road goes. Beijing Ducks, excited to be back! Thank you all for going on this journey with me 1",NBA,FAVOR,sports_domain,1,1,"As a decades, lifelong 
@NBA
 fan, I stopped watching when 
@JLin7
 left and will never watch again. #Racists against #AsianAmericans.
Jeremy Lin
@JLin7
·
Jun 11, 2021
No regrets about the past, excited for the future. Still got a lot of basketball left in me and we’ll see where this road goes. Beijing Ducks, excited to be back! Thank you all for going on this journey with me #NeverDone
1"
NBA,"As a decades, lifelong NBA fan, I stopped watching when JLin7 left and will never watch again. against Jeremy Lin JLin7 Jun 11, 2021 No regrets about the past, excited for the future. Still got a lot of basketball left in me and we ll see where this road goes. Beijing Ducks, excited to be back! Thank you all for going on this journey with me 1",basketball,FAVOR,sports_domain,1,1,"As a decades, lifelong 
@NBA
 fan, I stopped watching when 
@JLin7
 left and will never watch again. #Racists against #AsianAmericans.
Jeremy Lin
@JLin7
·
Jun 11, 2021
No regrets about the past, excited for the future. Still got a lot of basketball left in me and we’ll see where this road goes. Beijing Ducks, excited to be back! Thank you all for going on this journey with me #NeverDone
1"
BLM,So graffiti on George Floyd s statue is a hate crime? Antifa and BLM have been literally tearing down statues for a few years now. Was anyone charged with a hate crime?,hate crime,AGAINST,rights_domain,1,1,"So graffiti on George Floyd’s statue is a hate crime? Antifa and BLM have been literally tearing down statues for a few years now. Was anyone charged with a hate crime?
6
21"
BLM,So graffiti on George Floyd s statue is a hate crime? Antifa and BLM have been literally tearing down statues for a few years now. Was anyone charged with a hate crime?,Antifa and BLM,AGAINST,rights_domain,1,1,"So graffiti on George Floyd’s statue is a hate crime? Antifa and BLM have been literally tearing down statues for a few years now. Was anyone charged with a hate crime?
6
21"
